name	location	url	type	coordinates	description
Chesapeake and Ohio Canal National Historical Park	District of Columbia, Maryland, West Virginia	https://en.wikipedia.org/wiki/Chesapeake_and_Ohio_Canal_National_Historical_Park	National historical parks	38.89972; -77.05778	The Chesapeake and Ohio Canal National Historical Park is located in the District of Columbia and the state of Maryland.  The park was established in 1961 as a National Monument by President Dwight D.
"Colonial National Historical Park
Cape Henry Memorial
The Colonial Parkway
Green Spring Plantation
Most of Jamestown Island
Swann's Point (Across the James River from Jamestown Island)
Tyandall's Point Park (Across the York River from Yorktown)
Yorktown Battlefield"	Virginia	https://en.wikipedia.org/wiki/Colonial_National_Historical_Park	National historical parks	37.21889; -76.51750	Colonial National Historical Park is a large national park located in the Hampton Roads region of Virginia.   Operated by the National Park Service of the United States government, it protects and interprets several sites relating to the Colony of Virginia and the history of the United States more broadly.
Cumberland Gap National Historical Park	Kentucky, Tennessee, Virginia	https://en.wikipedia.org/wiki/Cumberland_Gap_National_Historical_Park	National historical parks	36.60417; -83.68722	The Cumberland Gap National Historical Park is a United States National Historical Park located at the border between Kentucky, Tennessee, and Virginia, centered on the Cumberland Gap, a natural break in the Appalachian Mountains..
Dayton Aviation Heritage National Historical Park	Ohio	https://en.wikipedia.org/wiki/Dayton_Aviation_Heritage_National_Historical_Park	National historical parks	39.79472; -84.08889	Dayton Aviation Heritage National Historical Park is a United States National Historical Park in Dayton, Ohio that commemorates three important historical figures—Wilbur Wright, Orville Wright, and poet Paul Laurence Dunbar—and their work in the Miami Valley..
First State National Historical Park	Delaware, Pennsylvania	https://en.wikipedia.org/wiki/First_State_National_Historical_Park	National historical parks	39.66472; -75.56528	First State National Historical Park is a National Park Service unit which lies primarily in the state of Delaware but which extends partly into Pennsylvania in Chadds Ford.  Initially created as First State National Monument by President Barack Obama under the Antiquities Act on March 25, 2013, the park was later redesignated as First State National Historical Park by Congress.
Fort Sumter and Fort Moultrie National Historical Park	South Carolina	https://en.wikipedia.org/wiki/Fort_Sumter_and_Fort_Moultrie_National_Historical_Park	National historical parks	32.75222; -79.87472	Fort Sumter and Fort Moultrie National Historical Park is a United States National Historical Park located in Charleston County, in coastal South Carolina.  It mainly protects Fort Sumter, Fort Moultrie, the Charleston Light and Liberty Square, Charleston.
George Rogers Clark National Historical Park	Indiana	https://en.wikipedia.org/wiki/George_Rogers_Clark_National_Historical_Park	National historical parks	38.679194; -87.5355944	Unknown
Golden Spike National Historical Park	Utah	https://en.wikipedia.org/wiki/Golden_Spike_National_Historical_Park	National historical parks	41.6179; -112.5516	Golden Spike National Historical Park is a United States National Historical Park[3][4] located at Promontory Summit, north of the Great Salt Lake in east-central Box Elder County, Utah, United States.  The nearest city is Corinne, approximately 23 miles (37 km) east-southeast of the site.
Harpers Ferry National Historical Park	West Virginia, Virginia, Maryland	https://en.wikipedia.org/wiki/Harpers_Ferry_National_Historical_Park	National historical parks	39.32278; -77.72972	Harpers Ferry National Historical Park, originally Harpers Ferry National Monument, is located at the confluence of the Potomac and Shenandoah rivers in and around Harpers Ferry, West Virginia.  The park includes the historic center of Harpers Ferry, notable as a key 19th-century industrial area and as the scene of John Brown's failed abolitionist uprising.
Harriet Tubman National Historical Park	New York	https://en.wikipedia.org/wiki/Harriet_Tubman_National_Historical_Park	National historical parks	42.9111028; -76.5677806	Harriet Tubman National Historical Park is a US historical park in Auburn and Fleming, New York, associated with the life of Harriet Tubman.  It comprises three properties: the Harriet Tubman Home for the Aged, in Auburn; the nearby Harriet Tubman Residence (just across the city/town line in Fleming); and the Thompson A.
Harriet Tubman Underground Railroad National Historical Park	Maryland	https://en.wikipedia.org/wiki/Harriet_Tubman_Underground_Railroad_National_Historical_Park	National historical parks	38.4483; -76.1387	Harriet Tubman Underground Railroad National Historical Park is a 480-acre (190 ha) National Park Service unit in the U. S.
Homestead National Historical Park	Nebraska	https://en.wikipedia.org/wiki/Homestead_National_Historical_Park	National historical parks	40.28528; -96.82194	Homestead National Historical Park, a unit of the National Park System known as the Homestead National Monument of America prior to 2021, commemorates passage of the Homestead Act of 1862, which allowed any qualified person to claim up to 160 acres (0.65 km2) of federally owned land in exchange for five years of residence and the cultivation and improvement of the property.   The Act eventually transferred 270,000,000 acres (1,100,000 km2) from public to private ownership.
Hopewell Culture National Historical Park	Ohio	https://en.wikipedia.org/wiki/Hopewell_Culture_National_Historical_Park	National historical parks	39.37583; -83.00639	Hopewell Culture National Historical Park is a United States national historical park with earthworks and burial mounds from the Hopewell culture, indigenous peoples who flourished from about 200 BC to AD 500.   The park is composed of six separate sites in Ross County, Ohio, including the former Mound City Group National Monument.
"Independence National Historical Park
Germantown White House
Independence Hall
National Constitution Center (partner site)
Thaddeus Kosciuszko National Memorial"	Pennsylvania	https://en.wikipedia.org/wiki/Independence_National_Historical_Park	National historical parks	39.947778; -75.148056	Independence National Historical Park is a federally protected historic district in Philadelphia, Pennsylvania that preserves several sites associated with the American Revolution and the nation's founding history.  Administered by the National Park Service, the 55-acre (22 ha)[1] park comprises many of Philadelphia's most-visited historic sites within the Old City and Society Hill neighborhoods.
"Jean Lafitte National Historical Park and Preserve
Chalmette National Cemetery"	Louisiana	https://en.wikipedia.org/wiki/Jean_Lafitte_National_Historical_Park_and_Preserve	National historical parks	29.94250; -89.99417	Jean Lafitte National Historical Park and Preserve (French: Parc historique national et réserve Jean Lafitte) protects the natural and cultural resources of Louisiana's Mississippi River Delta region.  It is named after French pirate Jean Lafitte and consists of six separate sites and a park headquarters.
Jimmy Carter National Historical Park	Georgia	https://en.wikipedia.org/wiki/Jimmy_Carter_National_Historical_Park	National historical parks	32.0304393; -84.4182473	The Jimmy Carter National Historical Park, located in Plains, Georgia, preserves sites associated with Jimmy Carter (born 1924), 39th president of the United States.  These include his residence, boyhood farm, school, and the town railroad depot, which served as his campaign headquarters during the 1976 election.
Kalaupapa National Historical Park	Hawaii	https://en.wikipedia.org/wiki/Kalaupapa_National_Historical_Park	National historical parks	21.17778; -156.96000	Kalaupapa National Historical Park is a United States National Historical Park located in Kalaupapa, Hawaiʻi, on the island of Molokaʻi.  Coterminous with the boundaries of Kalawao County and primarily on Kalaupapa peninsula, it was established by Congress in 1980 to expand upon the earlier National Historic Landmark site of the Kalaupapa Leper Settlement.
Kaloko-Honokōhau National Historical Park	Hawaii	https://en.wikipedia.org/wiki/Kaloko-Honok%C5%8Dhau_National_Historical_Park	National historical parks	19.6787000; -156.0220000	Kaloko-Honokōhau National Historical Park is a United States National Historical Park located in the Kona District on the Big island of Hawaiʻi in the U. S.
Keweenaw National Historical Park	Michigan	https://en.wikipedia.org/wiki/Keweenaw_National_Historical_Park	National historical parks	47.15639; -88.56361	Keweenaw National Historical Park is a unit of the U. S.
Klondike Gold Rush National Historical Park (part of Klondike Gold Rush International Historical Park)	Alaska, Washington	https://en.wikipedia.org/wiki/Klondike_Gold_Rush_National_Historical_Park	National historical parks	59.57537; -135.26367	Klondike Gold Rush National Historical Park is a national historical park operated by the National Park Service that seeks to commemorate the Klondike Gold Rush of the late 1890s.  Though the gold fields that were the ultimate goal of the stampeders lay in the Yukon Territory, the park comprises staging areas for the trek there and the routes leading in its direction.
Lewis and Clark National Historical Park	Oregon, Washington	https://en.wikipedia.org/wiki/Lewis_and_Clark_National_Historical_Park	National historical parks	46.13361; -123.87750	The Lewis and Clark National Historical Park (including the former Fort Clatsop National Memorial), located in the vicinity of the mouth of the Columbia River, commemorates the Lewis and Clark Expedition.  Administration of the park, which includes both federal and state lands, is a cooperative effort of the National Park Service and the states of Oregon and Washington.
